cavitynest_interactor,Region,recorder,InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,BBS_Seq,BBS_AOU2023,new_in_2023BBS_specieslist,SpeciesList,notes
secondary,CONUS & Canada,EP,5/4/2022,"Smallwood, J. A. and D. M. Bird (2020). American Kestrel (Falco sparverius), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.amekes.01",Falco,sparverius,American Kestrel,Crécerelle d'Amérique,Falco sparverius,Falconiformes,Falconidae,773,3600,,BBS2022,
tertiary,CONUS & Canada,IH,9/22/2022-9/29/2022,"Warkentin, I. G., N. S. Sodhi, R. H. M. Espie, A. F. Poole, L. W. Oliphant, and P. C. James (2020). Merlin (Falco columbarius), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.merlin.01",Falco,columbarius,Merlin,Faucon émerillon,Falco columbarius,Falconiformes,Falconidae,775,3570,,BBS2022,
secondary,CONUS & Canada,EP,5/5/2022,"Keddy-Hector, D. P., P. Pyle, and M. A. Patten (2020). Aplomado Falcon (Falco femoralis), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.aplfal.01",Falco,femoralis,Aplomado Falcon,Faucon aplomado,Falco femoralis,Falconiformes,Falconidae,777,3590,,BBS2022,
tertiary,CONUS & Canada,IH,2/8/2023-2/10/2023,"Booms, T. L., T. J. Cade, and N. J. Clum (2020). Gyrfalcon (Falco rusticolus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gyrfal.01",Falco,rusticolus,Gyrfalcon,Faucon gerfaut,Falco rusticolus,Falconiformes,Falconidae,780,3540,,BBS2022,
secondary,CONUS & Canada,EP,5/21/2022,"White, C. M., N. J. Clum, T. J. Cade, and W. G. Hunt (2020). Peregrine Falcon (Falco peregrinus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.perfal.01",Falco,peregrinus,Peregrine Falcon,Faucon pèlerin,Falco peregrinus,Falconiformes,Falconidae,781,3560,,BBS2022,
tertiary,CONUS & Canada,JZ,2/9/2023,"Steenhof, K. (2020). Prairie Falcon (Falco mexicanus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.prafal.01",Falco,mexicanus,Prairie Falcon,Faucon des prairies,Falco mexicanus,Falconiformes,Falconidae,782,3550,,BBS2022,
tertiary,CONUS & Canada,GD,11/3/2023-11/6/2023,"Steenhof, K. (2020). Prairie Falcon (Falco mexicanus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.prafal.02",Falco,mexicanus,Prairie Hawk,,Falco mexicanus,,,,,,BBS2022,
tertiary,CONUS & Canada,EP,2/10/2023,"Burgio, K. R., C. B. van Rees, K. E. Block, P. Pyle, M. A. Patten, M. F. Spreyer, and E. H. Bucher (2020). Monk Parakeet (Myiopsitta monachus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.monpar.01",Myiopsitta,monachus,Monk Parakeet,Conure veuve,Myiopsitta monachus,Psittaciformes,Psittacidae,783,3824,,BBS2022,
,CONUS & Canada,CR,11/10/2023,"Arellano, C. (2020). Nanday Parakeet (Aratinga nenday), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkhpar.01",Aratinga,nenday,Nanday Parakeet,Conure nanday,Aratinga nenday,Psittaciformes,Psittacidae,786,51830,,BBS2022,
,CONUS & Canada,CR,11/10/2023,"Brightsmith, D., K. R. Burgio, B. J. Hiller, K. E. Block, P. Pyle, and M. A. Patten (2020). Yellow-chevroned Parakeet (Brotogeris chiriri), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yecpar.01",Brotogeris,chiriri,Yellow-chevroned Parakeet,Toui à ailes jaunes,Brotogeris chiriri,Psittaciformes,Psittacidae,800,52021,Sequence in 2019,BBS2022,
,CONUS & Canada,CR,11/10/2023,"Brightsmith, D., K. R. Burgio, B. J. Hiller, K. E. Block, P. Pyle, and M. A. Patten (2020). Yellow-chevroned Parakeet (Brotogeris chiriri), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yecpar.01",Brotogeris,chiriri,Yellow-chevroned Parakeet,Toui à ailes jaunes,Brotogeris chiriri,Psittaciformes,Psittacidae,801,52021,Sequence in 2022,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Brotogeris,versicolurus / chiriri,unid. White-winged / Yellow-chevroned Parakeet,Toui à ailes variées / Toui à ailes jaunes,Brotogeris versicolurus / chiriri,Psittaciformes,Psittacidae,801,3827,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Enkerlin-Hoeflich, E. C. and K. M. Hogan (2020). Red-crowned Parrot (Amazona viridigenalis), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.recpar.01",Amazona,viridigenalis,Red-crowned Parrot,Amazone à joues vertes,Amazona viridigenalis,Psittaciformes,Psittacidae,806,3826,,BBS2022,
,CONUS & Canada,GD,11/10/2023,"Collar, N., G. M. Kirwan, and P. F. D. Boesman (2020). Rose-ringed Parakeet (Psittacula krameri), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rorpar.01 ",Psittacula,krameri,Rose-ringed Parakeet,Perruche à collier,Psittacula krameri,Psittaciformes,Psittaculidae,813,3823,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Collar, N. and P. F. D. Boesman (2020). Budgerigar (Melopsittacus undulatus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.budger.01",Melopsittacus,undulatus,Budgerigar,Perruche ondulée,Melopsittacus undulatus,Psittaciformes,Psittaculidae,815,3822,,BBS2022,
tertiary,CONUS & Canada,IH ,2/13/2023,"Greenlaw, J. S. (2020). Rose-throated Becard (Pachyramphus aglaiae), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rotbec.01",Pachyramphus,aglaiae,Rose-throated Becard,Bécarde à gorge rose,Pachyramphus aglaiae,Passeriformes,Tityridae,859,4411,,BBS2022,
,CONUS & Canada,GD,11/10/2023-11/13/2023,"Tenney, C. R. (2020). Northern Beardless-Tyrannulet (Camptostoma imberbe), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.nobtyr.01 ",Camptostoma,imberbe,Northern Beardless-Tyrannulet,Tyranneau imberbe,Camptostoma imberbe,Passeriformes,Tyrannidae,872,4720,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Tweit, R. C. and J. C. Tweit (2020). Dusky-capped Flycatcher (Myiarchus tuberculifer), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.ducfly.01",Myiarchus,tuberculifer,Dusky-capped Flycatcher,Tyran olivâtre,Myiarchus tuberculifer,Passeriformes,Tyrannidae,882,4550,,BBS2022,
secondary,CONUS & Canada,EH,6/16/2022,"Cardiff, S. W. and D. L. Dittmann (2020). Ash-throated Flycatcher (Myiarchus cinerascens), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.astfly.01",Myiarchus,cinerascens,Ash-throated Flycatcher,Tyran à gorge cendrée,Myiarchus cinerascens,Passeriformes,Tyrannidae,883,4540,,BBS2022,
secondary,CONUS & Canada,EP,3/28/2019; checked 7/8/2022,"Miller, K. E. and W. E. Lanyon (2020). Great Crested Flycatcher (Myiarchus crinitus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grcfly.01",Myiarchus,crinitus,Great Crested Flycatcher,Tyran huppé,Myiarchus crinitus,Passeriformes,Tyrannidae,885,4520,,BBS2022,
secondary,CONUS & Canada,EP,7/8/2022; 7/11/2022,"Cardiff, S. W. and D. L. Dittmann (2020). Brown-crested Flycatcher (Myiarchus tyrannulus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bncfly.01",Myiarchus,tyrannulus,Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,Passeriformes,Tyrannidae,886,4530,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Brush, T. and J. W. Fitzpatrick (2020). Great Kiskadee (Pitangus sulphuratus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grekis.01",Pitangus,sulphuratus,Great Kiskadee,Tyran quiquivi,Pitangus sulphuratus,Passeriformes,Tyrannidae,889,4490,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Lowther, P. E. and D. F. Stotz (2020). Sulphur-bellied Flycatcher (Myiodynastes luteiventris), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.subfly.01",Myiodynastes,luteiventris,Sulphur-bellied Flycatcher,Tyran tigré,Myiodynastes luteiventris,Passeriformes,Tyrannidae,893,4510,,BBS2022,
secondary,CONUS & Canada,IH,2/10/2023-2/13/2023,"Stouffer, P. C., R. T. Chesser, and A. E. Jahn (2020). Tropical Kingbird (Tyrannus melancholicus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.trokin.01",Tyrannus,melancholicus,Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,Passeriformes,Tyrannidae,897,4460,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Brush, T. (2020). Couch's Kingbird (Tyrannus couchii), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.coukin.01",Tyrannus,couchii,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,Passeriformes,Tyrannidae,898,4461,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Tyrannus,melancholicus / couchii,unid. Tropical Kingbird / Couch's Kingbird,unid Tyran mélancolique / Tyran de Couch,Tyrannus melancholicus / couchii,Passeriformes,Tyrannidae,899,4462,,BBS2022,
secondary,CONUS & Canada,EP,2/10/2023,"Tweit, R. C. and J. C. Tweit (2020). Cassin's Kingbird (Tyrannus vociferans), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.caskin.01",Tyrannus,vociferans,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,Passeriformes,Tyrannidae,900,4480,,BBS2022,
tertiary,CONUS & Canada,EP,2/13/2023,"Lowther, P. E., P. Pyle, and M. A. Patten (2020). Thick-billed Kingbird (Tyrannus crassirostris), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.thbkin.01",Tyrannus,crassirostris,Thick-billed Kingbird,Tyran à bec épais,Tyrannus crassirostris,Passeriformes,Tyrannidae,901,4451,,BBS2022,
secondary,CONUS & Canada,EP,2/13/2023,"Gamble, L. R. and T. M. Bergin (2020). Western Kingbird (Tyrannus verticalis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.weskin.01",Tyrannus,verticalis,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,Passeriformes,Tyrannidae,902,4470,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Tyrannus,vociferans / verticalis,unid. Cassin's Kingbird / Western Kingbird,unid Tyran de Cassin / Tyran de l'Ouest,Tyrannus vociferans / verticalis,Passeriformes,Tyrannidae,903,4447,,BBS2022,
tertiary,CONUS & Canada,JZ,11/09/2022-11/15/2022,"Murphy, M. T. and P. Pyle (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.easkin.01",Tyrannus,tyrannus,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,Passeriformes,Tyrannidae,904,4440,,BBS2022,
tertiary,CONUS & Canada,IH ,2/13/2023,"Smith, G. A. and J. A. Jackson (2020). Gray Kingbird (Tyrannus dominicensis), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grykin.01",Tyrannus,dominicensis,Gray Kingbird,Tyran gris,Tyrannus dominicensis,Passeriformes,Tyrannidae,905,4450,,BBS2022,
tertiary,CONUS & Canada,EP,4/18/2019; checked 9/27/2022,"Regosin, J. V. (2020). Scissor-tailed Flycatcher (Tyrannus forficatus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.sctfly.01",Tyrannus,forficatus,Scissor-tailed Flycatcher,Tyran à longue queue,Tyrannus forficatus,Passeriformes,Tyrannidae,907,4430,,BBS2022,
tertiary,CONUS & Canada,IH ,2/13/2023,"Jahn, A. E. and D. T. Tuero (2020). Fork-tailed Flycatcher (Tyrannus savana), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.fotfly.01",Tyrannus,savana,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,Passeriformes,Tyrannidae,908,4420,,BBS2022,
tertiary,CONUS & Canada,IH ,2/13/2023-2/20/2023,"Altman, B. and R. Sallabanks (2020). Olive-sided Flycatcher (Contopus cooperi), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.olsfly.01",Contopus,cooperi,Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,Passeriformes,Tyrannidae,912,4590,,BBS2022,
secondary,CONUS & Canada,EP,2/13/2023,"Chace, J. F. and R. C. Tweit (2020). Greater Pewee (Contopus pertinax), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grepew.01",Contopus,pertinax,Greater Pewee,Moucherolle de Coues,Contopus pertinax,Passeriformes,Tyrannidae,913,4600,,BBS2022,
secondary,CONUS & Canada,EP,2/13/2023,"Bemis, C. and J. D. Rising (2020). Western Wood-Pewee (Contopus sordidulus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wewpew.01",Contopus,sordidulus,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,Passeriformes,Tyrannidae,914,4620,,BBS2022,
secondary,CONUS & Canada,EP,7/11/2022,"Watt, D. J., J. P. McCarty, S. W. Kendrick, F. L. Newell, and P. Pyle (2020). Eastern Wood-Pewee (Contopus virens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eawpew.01",Contopus,virens,Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,Passeriformes,Tyrannidae,915,4610,,BBS2022,
tertiary,CONUS & Canada,EP,2/14/2023,"Gross, D. A. and P. E. Lowther (2020). Yellow-bellied Flycatcher (Empidonax flaviventris), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yebfly.01",Empidonax,flaviventris,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,Passeriformes,Tyrannidae,918,4630,,BBS2022,
secondary,CONUS & Canada,"PLZ, EP",3/19/2019-11/18/2021; 11/10/2022,"Allen, M. C., M. M. Napoli, J. Sheehan, T. L. Master, P. Pyle, D. R. Whitehead, and T. Taylor (2020). Acadian Flycatcher (Empidonax virescens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.acafly.01",Empidonax,virescens,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,Passeriformes,Tyrannidae,919,4650,,BBS2022,
tertiary,CONUS & Canada,EP,4/25/2019; checked 9/27/2022,"Lowther, P. E. (2020). Alder Flycatcher (Empidonax alnorum), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.aldfly.01",Empidonax,alnorum,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,Passeriformes,Tyrannidae,920,4661,,BBS2022,
tertiary,CONUS & Canada,IH,10/12/2022-10/21/2022,"Sedgwick, J. A. (2020). Willow Flycatcher (Empidonax traillii), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wilfly.01",Empidonax,traillii,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,Passeriformes,Tyrannidae,921,4660,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Empidonax,alnorum / traillii,unid. Alder Flycatcher / Willow Flycatcher,unid Moucherolle des aulnes / des saules,Empidonax alnorum / traillii,Passeriformes,Tyrannidae,922,4665,,BBS2022,
tertiary,CONUS & Canada,EP,2/13/2023,"Tarof, S. and J. V. Briskie (2020). Least Flycatcher (Empidonax minimus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.leafly.01",Empidonax,minimus,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,Passeriformes,Tyrannidae,924,4670,,BBS2022,
tertiary,CONUS & Canada,EP,2/14/2023,"Sedgwick, J. A. (2020). Hammond's Flycatcher (Empidonax hammondii), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.hamfly.01",Empidonax,hammondii,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,Passeriformes,Tyrannidae,925,4680,,BBS2022,
secondary,CONUS & Canada,EP,7/11/2022,"Schlossberg, S. and J. C. Sterling (2020). Gray Flycatcher (Empidonax wrightii), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gryfly.01",Empidonax,wrightii,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,Passeriformes,Tyrannidae,926,4691,,BBS2022,
tertiary,CONUS & Canada,JF,10/7/22,Maria E. Pereyra and James A. Sedgwick,Empidonax,oberholseri,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,Passeriformes,Tyrannidae,927,4690,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Empidonax,hammondii / oberholseri,unid. Hammond's Flycatcher / Dusky Flycatcher,unid Moucherolle Hammond's / Moucherolle Dusky,Empidonax hammondii / oberholseri,Passeriformes,Tyrannidae,928,4689,,BBS2022,
secondary,CONUS & Canada,EP,2/14/2023,"Lowther, P. E., P. Pyle, and M. A. Patten (2020). Pacific-slope Flycatcher (Empidonax difficilis), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pasfly.01",Empidonax,difficilis,Pacific-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,Passeriformes,Tyrannidae,930,4641,,BBS2022,
tertiary,CONUS & Canada,EP,2/14/2023,"Lowther, P. E., P. Pyle, and M. A. Patten (2020). Cordilleran Flycatcher (Empidonax occidentalis), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.corfly.01",Empidonax,occidentalis,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,Passeriformes,Tyrannidae,931,4640,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Empidonax,difficilis / occidentalis,unid. Cordilleran / Pacific-slope Flycatcher,unid Moucherolle côtier / Moucherolle des ravins,Empidonax difficilis / occidentalis,Passeriformes,Tyrannidae,932,4642,,BBS2022,
tertiary,CONUS & Canada,CR,9/11/23,"Bowers Jr., R. K. and J. B., Jr. Dunning (2020). Buff-breasted Flycatcher (Empidonax fulvifrons), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bubfly.01",Empidonax,fulvifrons,Buff-breasted Flycatcher,Moucherolle beige,Empidonax fulvifrons,Passeriformes,Tyrannidae,934,4700,,BBS2022,
