scientific_name.raw,common_name.raw,scientific_name.edit,common_name.edit,edit_notes
Trogon massena,Slaty-Tailed Trogon,Trogon massena,Slaty-tailed Trogon,L0 species as entered on checklist (Clements 2024)
Megarynchus pitangua,Boat-Billed Flycatcher,Megarynchus pitangua,Boat-billed Flycatcher,L0 species as entered on checklist (Clements 2024)
Campylorhynchus zonatus,Band-Backed Wren,Campylorhynchus zonatus,Band-backed Wren,L0 species as entered on checklist (Clements 2024)
Turdus grayi,Clay-Colored Thrush,Turdus grayi,Clay-colored Thrush,L0 species as entered on checklist (Clements 2024)
Ramphocelus passerinii,Scarlet-Rumped Tanager,Ramphocelus passerinii,Scarlet-rumped Tanager,L0 species as entered on checklist (Clements 2024)
Cyanerpes cyaneus,Red-Legged Honeycreeper,Cyanerpes cyaneus,Red-legged Honeycreeper,L0 species as entered on checklist (Clements 2024)
Chlorophanes spiza,Green Honeycreeper,Chlorophanes spiza,Green Honeycreeper,L0 species as entered on checklist (Clements 2024)
Saltator maximus,Buff-Throated Saltator,Saltator maximus,Buff-throated Saltator,L0 species as entered on checklist (Clements 2024)
Piranga rubra,Summer Tanager,Piranga rubra,Summer Tanager,L0 species as entered on checklist (Clements 2024)
Phainopepla nitens,Phainopepla,Phainopepla nitens,Phainopepla,L0 species as entered on checklist (Clements 2024)
Phalacrocorax carbo,Great Cormorant,Phalacrocorax carbo,Great Cormorant,L0 species as entered on checklist (Clements 2024)
Larus marinus,Greater Black-Backed Gull,Larus marinus,Great Black-backed Gull,L0 species as entered on checklist (Clements 2024)
Phalacrocorax carbo hanedae,Eurasian Great Cormorant,Phalacrocorax carbo hanedae,,L0 species as entered on checklist (Clements 2024)
Phalaenoptilus nuttallii,Common Poorwill,Phalaenoptilus nuttallii,Common Poorwill,L0 species as entered on checklist (Clements 2024)
Phalaropus tricolor,Wilson's Phalarope,Phalaropus tricolor,Wilson's Phalarope,L0 species as entered on checklist (Clements 2024)
Pheucticus ludovicianus,Rose-Breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,L0 species as entered on checklist (Clements 2024)
Pheucticus melanocephalus maculatus,Black-Headed Grosbeak (Maculatus),Pheucticus melanocephalus maculatus,,L0 species as entered on checklist (Clements 2024)
Pheucticus melanocephalus melanocephalus,Black-Headed Grosbeak (Melanocephalus),Pheucticus melanocephalus melanocephalus,,L0 species as entered on checklist (Clements 2024)
Colaptes auratus auratus,(Yellow-Shafted Flicker) Northern Flicker,Colaptes auratus auratus,,L0 species as entered on checklist (Clements 2024)
Psaltriparus minimus,Bushtit,Psaltriparus minimus,Bushtit,L0 species as entered on checklist (Clements 2024)
Phoenicopterus ruber,American Flamingo,Phoenicopterus ruber,American Flamingo,L0 species as entered on checklist (Clements 2024)
Phylloscopus borealis,Arctic Warbler,Phylloscopus borealis,Arctic Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus xanthodryas,Japanese Leaf Warbler,Phylloscopus xanthodryas,Japanese Leaf Warbler,L0 species as entered on checklist (Clements 2024)
Pica pica,Eurasian Magpie,Pica pica,Eurasian Magpie,L0 species as entered on checklist (Clements 2024)
Pica pica anderssoni,Eurasian Magpie,Pica pica,Eurasian Magpie,high confidence common name fuzzy match (Clements 2024)  1
Picoides arcticus,Black-Backed Woodpecker,Picoides arcticus,Black-backed Woodpecker,L0 species as entered on checklist (Clements 2024)
Picoides dorsalis,American Three-Toed Woodpecker,Picoides dorsalis,American Three-toed Woodpecker,L0 species as entered on checklist (Clements 2024)
Picoides dorsalis dorsalis,(Rocky Mts.) American Three-Toed Woodpecker,Picoides dorsalis dorsalis,American Three-toed Woodpecker (Rocky Mts.),L0 species as entered on checklist (Clements 2024)
Pipilo erythrophthalmus canaster,Eastern Towhee (Red-Eyed),Pipilo erythrophthalmus canaster,,L0 species as entered on checklist (Clements 2024)
Zonotrichia albicollis,White-Throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,L0 species as entered on checklist (Clements 2024)
Spizella pusilla,Field Sparrow,Spizella pusilla,Field Sparrow,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus oaxacae,Spotted Towhee (Maculatus Group),Pipilo maculatus oaxacae,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus repetens,Spotted Towhee (Maculatus Group),Pipilo maculatus repetens,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus arcticus,Spotted Towhee (Arcticus),Pipilo maculatus arcticus,Spotted Towhee (arcticus),L0 species as entered on checklist (Clements 2024)
Pipilo maculatus montanus,Spotted Towhee (Maculatus Group),Pipilo maculatus montanus,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus curtatus,Spotted Towhee (Maculatus Group),Pipilo maculatus curtatus,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus oregonus,Spotted Towhee (Oregonus Group),Pipilo maculatus oregonus,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus falcifer,Spotted Towhee (Oregonus Group),Pipilo maculatus falcifer,,L0 species as entered on checklist (Clements 2024)
Pipilo maculatus megalonyx,Spotted Towhee (Oregonus Group),Pipilo maculatus megalonyx,,L0 species as entered on checklist (Clements 2024)
Setophaga coronata auduboni,(Audubon's Warbler) Yellow-Rumped Warbler,Setophaga coronata auduboni,Yellow-rumped Warbler (Audubon's),L0 species as entered on checklist (Clements 2024)
Piranga olivacea,Scarlet Tanager,Piranga olivacea,Scarlet Tanager,L0 species as entered on checklist (Clements 2024)
Tangara chilensis,Paradise Tanager,Tangara chilensis,Paradise Tanager,L0 species as entered on checklist (Clements 2024)
Tangara gyrola,Bay-Headed Tanager,Tangara gyrola,Bay-headed Tanager,L0 species as entered on checklist (Clements 2024)
Philohydor lictor,Lesser Kiskadee,Philohydor lictor,Lesser Kiskadee,L0 species as entered on checklist (Clements 2024)
Quiscalus lugubris,Carib Grackle,Quiscalus lugubris,Carib Grackle,L0 species as entered on checklist (Clements 2024)
Quiscalus mexicanus,Great-Tailed Grackle,Quiscalus mexicanus,Great-tailed Grackle,L0 species as entered on checklist (Clements 2024)
Ardea herodias occidentalis,Great White Heron,Ardea herodias occidentalis,Great Blue Heron (Great White),L0 species as entered on checklist (Clements 2024)
Nyctanassa violacea,Yellow-Crowned Night-Heron,Nyctanassa violacea,Yellow-crowned Night Heron,L0 species as entered on checklist (Clements 2024)
Bubulcus ibis,Cattle Egret,Bubulcus ibis,Cattle Egret,match to checklist but unspecified so either one of  these closely related species Western/Eastern Cattle-Egret
Nannopterum auritum,Neotropic Cormorant,Nannopterum auritum,Double-crested Cormorant,L0 species as entered on checklist (Clements 2024)
Eudocimus ruber,Scarlet Ibis,Eudocimus ruber,Scarlet Ibis,L0 species as entered on checklist (Clements 2024)
Plectrophenax hyperboreus,Mckay's Bunting,Plectrophenax hyperboreus,McKay's Bunting,L0 species as entered on checklist (Clements 2024)
Anthus spinoletta,Water Pipit,Anthus spinoletta,Water Pipit,L0 species as entered on checklist (Clements 2024)
Quiscalus major,Boat-Tailed Grackle,Quiscalus major,Boat-tailed Grackle,L0 species as entered on checklist (Clements 2024)
Ardea ibis,Western Cattle Egret,Ardea ibis,Western Cattle-Egret,L0 species as entered on checklist (Clements 2024)
Podiceps auritus,Horned Grebe,Podiceps auritus,Horned Grebe,L0 species as entered on checklist (Clements 2024)
Podiceps nigricollis,Eared Grebe,Podiceps nigricollis,Eared Grebe,L0 species as entered on checklist (Clements 2024)
Podiceps cristatus,Great Crested Grebe,Podiceps cristatus,Great Crested Grebe,L0 species as entered on checklist (Clements 2024)
Podiceps grisegena grisegena,Red-Necked Grebe,Podiceps grisegena grisegena,,L0 species as entered on checklist (Clements 2024)
Podiceps grisegena,Red-Necked Grebe,Podiceps grisegena,Red-necked Grebe,L0 species as entered on checklist (Clements 2024)
Podiceps nigricollis,Osprey,Podiceps nigricollis,Eared Grebe,L0 species as entered on checklist (Clements 2024)
Podilymbus podiceps,Pied-Billed Grebe,Podilymbus podiceps,Pied-billed Grebe,L0 species as entered on checklist (Clements 2024)
Poecile cinctus,Gray-Headed Chickadee,Poecile cinctus,Gray-headed Chickadee,L0 species as entered on checklist (Clements 2024)
Poecile montanus,Willow Tit,Poecile montanus,Willow Tit,L0 species as entered on checklist (Clements 2024)
Lophophanes cristatus,Crested Tit,Lophophanes cristatus,Crested Tit,L0 species as entered on checklist (Clements 2024)
Poecile rufescens,Chestnut-Backed Chickadee,Poecile rufescens,Chestnut-backed Chickadee,L0 species as entered on checklist (Clements 2024)
Polioptila californica,California Gnatcatcher,Polioptila californica,California Gnatcatcher,L0 species as entered on checklist (Clements 2024)
Polysticta stelleri,Steller's Eider,Polysticta stelleri,Steller's Eider,L0 species as entered on checklist (Clements 2024)
Porphyrio martinica,Purple Gallinule,Porphyrio martinica,Purple Gallinule,L0 species as entered on checklist (Clements 2024)
Porphyrio porphyrio,Western Swamphen,Porphyrio porphyrio,Western Swamphen,L0 species as entered on checklist (Clements 2024)
Rallus elegans,King Rail,Rallus elegans,King Rail,L0 species as entered on checklist (Clements 2024)
Prodotiscus insignis,Cassin's Honeyguide,Prodotiscus insignis,Cassin's Honeybird,L0 species as entered on checklist (Clements 2024)
Prodotiscus regulus,Wahlberg's Honeyguide,Prodotiscus regulus,Brown-backed Honeybird,L0 species as entered on checklist (Clements 2024)
Apus horus,Horus Swift,Apus horus,Horus Swift,L0 species as entered on checklist (Clements 2024)
Prodotiscus zambesiae,Green-Backed Honeyguide,Prodotiscus zambesiae,Green-backed Honeybird,L0 species as entered on checklist (Clements 2024)
Progne cryptoleuca,Cuban Martin,Progne cryptoleuca,Cuban Martin,L0 species as entered on checklist (Clements 2024)
Ptiloxena atroviolacea,Cuban Blackbird,Ptiloxena atroviolacea,Cuban Blackbird,L0 species as entered on checklist (Clements 2024)
Progne subis,Purple Martin,Progne subis,Purple Martin,L0 species as entered on checklist (Clements 2024)
Protonotaria citrea,Prothonotary Warbler,Protonotaria citrea,Prothonotary Warbler,L0 species as entered on checklist (Clements 2024)
Psiloscops flammeolus,Flammulated Owl,Psiloscops flammeolus,Flammulated Owl,L0 species as entered on checklist (Clements 2024)
Psittacara holochlorus,Green Parakeet,Psittacara holochlorus,Green Parakeet,L0 species as entered on checklist (Clements 2024)
Psittacula krameri,Rose-Ringed Parakeet,Psittacula krameri,Rose-ringed Parakeet,L0 species as entered on checklist (Clements 2024)
Pternistis erckelii,Erckel's Spurfowl,Pternistis erckelii,Erckel's Spurfowl,L0 species as entered on checklist (Clements 2024)
Pterocles exustus olivascens,African Chestnut-Bellied Sandgrouse,Pterocles exustus olivascens,,L0 species as entered on checklist (Clements 2024)
Ptychoramphus aleuticus,Cassin's Auklet,Ptychoramphus aleuticus,Cassin's Auklet,L0 species as entered on checklist (Clements 2024)
Puffinus opisthomelas,Black-Vented Shearwater,Puffinus opisthomelas,Black-vented Shearwater,L0 species as entered on checklist (Clements 2024)
Ardenna grisea,Sooty Shearwater,Ardenna grisea,Sooty Shearwater,L0 species as entered on checklist (Clements 2024)
Ardenna creatopus,Pink-Footed Shearwater,Ardenna creatopus,Pink-footed Shearwater,L0 species as entered on checklist (Clements 2024)
Quisculus mexicanus,Great-Tailed Grackle,Quiscalus mexicanus,Great-tailed Grackle,high confidence common name fuzzy match (Clements 2024)  1
Dives dives,Melodious Blackbird,Dives dives,Melodious Blackbird,L0 species as entered on checklist (Clements 2024)
Quisculus major,Boat-Tailed Grackle,Quiscalus major,Boat-tailed Grackle,high confidence common name fuzzy match (Clements 2024)  1
Gallinula galeata,Common Galinule,Gallinula galeata,Common Gallinule,L0 species as entered on checklist (Clements 2024)
Rallus crepitans,Clapper Rail,Rallus crepitans,Clapper Rail,L0 species as entered on checklist (Clements 2024)
Rallus limicola,Virginia Rail,Rallus limicola,Virginia Rail,L0 species as entered on checklist (Clements 2024)
Rallus obsoletus,Ridgeway's Rail,Rallus obsoletus,Ridgway's Rail,L0 species as entered on checklist (Clements 2024)
Rallus tenuirostris,Aztec Rail,Rallus tenuirostris,Aztec Rail,L0 species as entered on checklist (Clements 2024)
Recurvirostra americana,American Avocet,Recurvirostra americana,American Avocet,L0 species as entered on checklist (Clements 2024)
Regulus satrapa,Golden-Crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,L0 species as entered on checklist (Clements 2024)
Setophaga coronata,Yellow-Rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,L0 species as entered on checklist (Clements 2024)
Rhodostethia rosea,Ross's Gull,Rhodostethia rosea,Ross's Gull,L0 species as entered on checklist (Clements 2024)
Rissa brevirostris,Red-Legged Kittiwake,Rissa brevirostris,Red-legged Kittiwake,L0 species as entered on checklist (Clements 2024)
Rostrhamus sociabilis,Snail Kite,Rostrhamus sociabilis,Snail Kite,L0 species as entered on checklist (Clements 2024)
Salpinctes obsoletus,Rock Wren,Salpinctes obsoletus,Rock Wren,L0 species as entered on checklist (Clements 2024)
Saucerottia beryllina beryllina,Northern Berylline Hummingbird,Saucerottia beryllina beryllina,,L0 species as entered on checklist (Clements 2024)
Sayornis nigricans,Black Phoebe,Sayornis nigricans,Black Phoebe,L0 species as entered on checklist (Clements 2024)
Scolopax minor,American Woodcock,Scolopax minor,American Woodcock,L0 species as entered on checklist (Clements 2024)
Scythrops novaehollandia,Channel-Billed Cuckoo,Scythrops novaehollandiae,Channel-billed Cuckoo,high confidence str match to checklist (Clements 2024)  0.987
Helmitheros vermivora,Worm-Eating Warbler,Helmitheros vermivorum,Worm-eating Warbler,high confidence str match to checklist (Clements 2024)  0.954
Leiothlypis peregrina,Tennesse Warbler,Leiothlypis peregrina,Tennessee Warbler,L0 species as entered on checklist (Clements 2024)
Selasphorus sasin,Allen's Hummingbird,Selasphorus sasin,Allen's Hummingbird,L0 species as entered on checklist (Clements 2024)
Selasphorus sasin sedentarius,Allen's Hummingbird (Sedentarius),Selasphorus sasin sedentarius,,L0 species as entered on checklist (Clements 2024)
Setophaga americana,Northern Parula,Setophaga americana,Northern Parula,L0 species as entered on checklist (Clements 2024)
Setophaga tigrina,Cape May Warbler,Setophaga tigrina,Cape May Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga caerulescens,Black-Throated Blue Warbler,Setophaga caerulescens,Black-throated Blue Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga discolor,Prairie Warbler,Setophaga discolor,Prairie Warbler,L0 species as entered on checklist (Clements 2024)
Vireo olivaceus,Red-Eyed Vireo,Vireo olivaceus,Red-eyed Vireo,L0 species as entered on checklist (Clements 2024)
Setophaga cerulea,Cerulean Warbler,Setophaga cerulea,Cerulean Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga chrysoparia,Golden-Cheeked Warbler,Setophaga chrysoparia,Golden-cheeked Warbler,L0 species as entered on checklist (Clements 2024)
Poecile carolinensis,Carolina Chickadees,Poecile carolinensis,Carolina Chickadee,L0 species as entered on checklist (Clements 2024)
Setophaga coronata auduboni,Audubon's Yellow-Rumped Warbler,Setophaga coronata auduboni,Yellow-rumped Warbler (Audubon's),L0 species as entered on checklist (Clements 2024)
Setophaga coronata coronata,(Myrtle Warbler) Yellow-Rumped Warbler,Setophaga coronata coronata,Yellow-rumped Warbler (Myrtle),L0 species as entered on checklist (Clements 2024)
Setophaga discolor paludicola,Prairie Warbler (Paludicola),Setophaga discolor paludicola,,L0 species as entered on checklist (Clements 2024)
Setophaga dominica,Yellow-Throated Warbler,Setophaga dominica,Yellow-throated Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga flavescens,Bahama Warbler,Setophaga flavescens,Bahama Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga graciae,Grace's Warbler,Setophaga graciae,Grace's Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga kirtlandii,Kirtland's Warbler,Setophaga kirtlandii,Kirtland's Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga occidentalis,Hermit Warbler,Setophaga occidentalis,Hermit Warbler,L0 species as entered on checklist (Clements 2024)
Corthylio calendula,Ruby-Crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,L0 species as entered on checklist (Clements 2024)
Oreothlypis superciliosa,Crescent-Chested Warbler,Oreothlypis superciliosa,Crescent-chested Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga palmarum,Palm Warbler,Setophaga palmarum,Palm Warbler,L0 species as entered on checklist (Clements 2024)
Vermivora chrysoptera,Golden-Winged Warbler,Vermivora chrysoptera,Golden-winged Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga pinus,Pine Warbler,Setophaga pinus,Pine Warbler,L0 species as entered on checklist (Clements 2024)
Setophaga pinus achrustera,Pine Warbler (Achrustera),Setophaga pinus achrustera,,L0 species as entered on checklist (Clements 2024)
Setophaga pinus chrysoleuca,Pine Warbler (Chrysoleuca),Setophaga pinus chrysoleuca,,L0 species as entered on checklist (Clements 2024)
Vireo solitarius,Blue-Headed Vireo,Vireo solitarius,Blue-headed Vireo,L0 species as entered on checklist (Clements 2024)
Sitta pusilla,Brown-Headed Nuthatch,Sitta pusilla,Brown-headed Nuthatch,L0 species as entered on checklist (Clements 2024)
Sialia sialis,Eastern Bluebird,Sialia sialis,Eastern Bluebird,L0 species as entered on checklist (Clements 2024)
Setophaga pitiayumi,Tropical Parula,Setophaga pitiayumi,Tropical Parula,L0 species as entered on checklist (Clements 2024)
Setophaga pitiayumi nigrilora,Tropical Parula (Northeast Mexico),Setophaga pitiayumi nigrilora,Tropical Parula (Northeast Mexico),L0 species as entered on checklist (Clements 2024)
Setophaga ruticilla,NA,Setophaga ruticilla,American Redstart,L0 species as entered on checklist (Clements 2024)
Setophaga striata,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,L0 species as entered on checklist (Clements 2024)
