scientific_name,common_name,common_name_avibase8.17,scientific_name_avibase8.17,status_avibase8.17,order_avibase8.17,family_avibase8.17,region_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,scientific_name_orig,common_name_orig,region_origlist,order_origlist,family_origlist,origlist_dataentry_origlist,in_origlist,L1_ca.conus.data,ca.conus.rejection
Chroicocephalus ridibundus,Black-headed Gull,Black-headed Gull,Chroicocephalus ridibundus,NA,CHARADRIIFORMES,Laridae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,551,Black-headed Gull,Charadriiformes,Laridae,Chroicocephalus ridibundus,yes,Black-headed Gull,Chroicocephalus ridibundus,"northern Palearctic; winters to Africa, southern Asia, and eastern North America","Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Chroicocephalus ridibundus,Black-headed Gull,CONUS & Canada,Charadriiformes,Laridae,10/16/2023,yes,yes,NA
Cinclus mexicanus,American Dipper,American Dipper,Cinclus mexicanus,NA,PASSERIFORMES,Cinclidae,CA; CAM; hol; NAM; nea; US48; USak,yes,7010,American Dipper,Passeriformes,Cinclidae,Cinclus mexicanus,yes,American Dipper,Cinclus mexicanus,NA,Cinclidae (Dippers),Passeriformes,yes,Cinclus mexicanus,American Dipper,CONUS & Canada,Passeriformes,Cinclidae,2/24/2023,yes,yes,NA
Circus hudsonius,Northern Harrier,Northern Harrier,Circus hudsonius,NA,ACCIPITRIFORMES,Accipitridae,ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi,yes,3310,Northern Harrier,Accipitriformes,Accipitridae,Circus hudsonius,yes,Northern Harrier,Circus hudsonius,widespread North America; winters to northern South America,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,Circus hudsonius,Northern Harrier,CONUS & Canada,Accipitriformes,Accipitridae,5/31/2022; 10/12/2022,yes,yes,NA
Cistothorus palustris,Marsh Wren,Marsh Wren,Cistothorus palustris,NA,PASSERIFORMES,Troglodytidae,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus palustris,yes,Marsh Wren,Cistothorus palustris,NA,Troglodytidae (Wrens),Passeriformes,yes,Cistothorus palustris,Marsh Wren,CONUS & Canada,Passeriformes,Troglodytidae,9/12/2023-9/15/23,yes,yes,NA
Cistothorus stellaris,Sedge Wren,Sedge Wren,Cistothorus stellaris,NA,PASSERIFORMES,Troglodytidae,CA; CAM; CAR; hol; NAM; nea; US48,yes,7240,Sedge Wren,Passeriformes,Troglodytidae,Cistothorus stellaris,yes,Sedge Wren,Cistothorus stellaris,eastern Canada to eastern USA; winters Florida to northeastern Mexico,Troglodytidae (Wrens),Passeriformes,yes,Cistothorus stellaris,Sedge Wren,CONUS & Canada,Passeriformes,Troglodytidae,11/15/2023,yes,yes,NA
Clangula hyemalis,Long-tailed Duck,Long-tailed Duck,Clangula hyemalis,Vulnerable,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX,yes,1540,Long-tailed Duck,Anseriformes,Anatidae,Clangula hyemalis,yes,Long-tailed Duck,Clangula hyemalis,coasts of Holarctic region,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Clangula hyemalis,Long-tailed Duck,CONUS & Canada,Anseriformes,Anatidae,12/1/2022,yes,yes,NA
Coccothraustes vespertinus,Evening Grosbeak,Evening Grosbeak,Coccothraustes vespertinus,Vulnerable,PASSERIFORMES,Fringillidae,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes vespertinus,yes,Evening Grosbeak,Coccothraustes vespertinus,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Coccothraustes vespertinus,Evening Grosbeak,CONUS & Canada,Passeriformes,Fringillidae,3/3/2023,yes,yes,NA
Coccyzus americanus,Yellow-billed Cuckoo,Yellow-billed Cuckoo,Coccyzus americanus,NA,CUCULIFORMES,Cuculidae,AFR; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,3870,Yellow-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus americanus,yes,Yellow-billed Cuckoo,Coccyzus americanus,Canada to Mexico and West Indies; winters to northern Argentina,Cuculidae (Cuckoos),Cuculiformes,yes,Coccyzus americanus,Yellow-billed Cuckoo,CONUS & Canada,Cuculiformes,Cuculidae,4/9/2019; checked 9/22/2022,yes,yes,NA
Coccyzus americanus/erythropthalmus,Yellow-billed/Black-billed Cuckoo; unid. Yellow-billed Cuckoo/Black-billed Cuckoo,NA,NA,NA,NA,NA,NA,no,3875,unid. Yellow-billed Cuckoo / Black-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus americanus / erythropthalmus,yes,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,NA,Cuculidae (Cuckoos),Cuculiformes,yes,Coccyzus americanus / erythropthalmus,unid. Yellow-billed Cuckoo / Black-billed Cuckoo,CONUS & Canada,Cuculiformes,Cuculidae,N/A; unidentified species,yes,yes,NA
Coccyzus erythropthalmus,Black-billed Cuckoo,Black-billed Cuckoo,Coccyzus erythropthalmus,NA,CUCULIFORMES,Cuculidae,CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; TT; US48,yes,3880,Black-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,yes,Black-billed Cuckoo,Coccyzus erythropthalmus,breeds eastern North America; winters to Bolivia,Cuculidae (Cuckoos),Cuculiformes,yes,Coccyzus erythropthalmus,Black-billed Cuckoo,CONUS & Canada,Cuculiformes,Cuculidae,4/9/2019; checked 9/22/2022,yes,yes,NA
Coccyzus minor,Mangrove Cuckoo,Mangrove Cuckoo,Coccyzus minor,NA,CUCULIFORMES,Cuculidae,CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48,yes,3860,Mangrove Cuckoo,Cuculiformes,Cuculidae,Coccyzus minor,yes,Mangrove Cuckoo,Coccyzus minor,locally from southern Florida to coastal northern Brazil,Cuculidae (Cuckoos),Cuculiformes,yes,Coccyzus minor,Mangrove Cuckoo,CONUS & Canada,Cuculiformes,Cuculidae,9/26/2023-9/29/2023,yes,yes,NA
Colaptes auratus,Northern Flicker; (unid. Red/Yellow Shafted) Northern Flicker,Northern Flicker,Colaptes auratus,NA,PICIFORMES,Picidae,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,4123,(unid. Red / Yellow Shafted) Northern Flicker,Piciformes,Picidae,Colaptes auratus,yes,Northern Flicker,Colaptes auratus,NA,Picidae (Woodpeckers),Piciformes,yes,Colaptes auratus,(unid. Red/Yellow Shafted) Northern Flicker,CONUS & Canada,Piciformes,Picidae,4/13/2022,yes,yes,NA
Colaptes auratus auratus,(Yellow-shafted Flicker) Northern Flicker,NA,NA,NA,NA,NA,NA,no,4120,(Yellow-shafted Flicker) Northern Flicker,Piciformes,Picidae,Colaptes auratus auratus,yes,NA,Colaptes auratus auratus,southeastern USA,Picidae (Woodpeckers),Piciformes,yes,Colaptes auratus auratus,(Yellow-shafted Flicker) Northern Flicker,CONUS & Canada,Piciformes,Picidae,4/13/2022,yes,yes,NA
Colaptes auratus cafer,(Red-shafted Flicker) Northern Flicker,NA,NA,NA,NA,NA,NA,no,4130,(Red-shafted Flicker) Northern Flicker,Piciformes,Picidae,Colaptes auratus cafer,yes,NA,Colaptes auratus cafer,southern Alaska and British Columbia to northern California,Picidae (Woodpeckers),Piciformes,yes,Colaptes auratus cafer,(Red-shafted Flicker) Northern Flicker,CONUS & Canada,Piciformes,Picidae,4/13/2022,yes,yes,NA
Colaptes auratus luteus x cafer; Colaptes auratus auratus x auratus cafer,Northern Flicker (Yellow-shafted x Red-shafted); hybrid Northern Flicker (Red x Yellow-shafted),NA,NA,NA,NA,NA,NA,no,4125,hybrid Northern Flicker (Red x Yellow-shafted),Piciformes,Picidae,Colaptes auratus auratus x auratus cafer,yes,Northern Flicker (Yellow-shafted x Red-shafted),Colaptes auratus luteus x cafer,NA,Picidae (Woodpeckers),Piciformes,yes,Colaptes auratus auratus x auratus cafer,hybrid Northern Flicker (Red x Yellow-shafted),CONUS & Canada,Piciformes,Picidae,4/13/2022,yes,yes,NA
Colaptes chrysoides,Gilded Flicker,Gilded Flicker,Colaptes chrysoides,NA,PICIFORMES,Picidae,CAM; hol; NAM; nea; US48,yes,4140,Gilded Flicker,Piciformes,Picidae,Colaptes chrysoides,yes,Gilded Flicker,Colaptes chrysoides,NA,Picidae (Woodpeckers),Piciformes,yes,Colaptes chrysoides,Gilded Flicker,CONUS & Canada,Piciformes,Picidae,2/3/2022,yes,yes,NA
Colinus virginianus,Northern Bobwhite,Northern Bobwhite,Colinus virginianus,Near-threatened,GALLIFORMES,Odontophoridae,AUS; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; pal; US48,yes,2890,Northern Bobwhite,Galliformes,Odontophoridae,Colinus virginianus,yes,Northern Bobwhite,Colinus virginianus,NA,Odontophoridae (New World Quail),Galliformes,yes,Colinus virginianus,Northern Bobwhite,CONUS & Canada,Galliformes,Odontophoridae,12/6/2022,yes,yes,NA
Columba livia,Rock Pigeon,Rock Pigeon,Columba livia,Introduced species,COLUMBIFORMES,Columbidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,3131,Rock Pigeon,Columbiformes,Columbidae,Columba livia,yes,Rock Pigeon,Columba livia,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Columba livia,Rock Pigeon,CONUS & Canada,Columbiformes,Columbidae,12/12/2022,yes,yes,NA
Columbina inca,Inca Dove,Inca Dove,Columbina inca,NA,COLUMBIFORMES,Columbidae,CA; CAM; hol; NAM; nea; US48,yes,3210,Inca Dove,Columbiformes,Columbidae,Columbina inca,yes,Inca Dove,Columbina inca,semiarid southwestern USA to northwestern Costa Rica,Columbidae (Pigeons and Doves),Columbiformes,yes,Columbina inca,Inca Dove,CONUS & Canada,Columbiformes,Columbidae,4/2/2019; checked 9/20/2022,yes,yes,NA
Columbina passerina,Common Ground Dove,Common Ground Dove,Columbina passerina,NA,COLUMBIFORMES,Columbidae,CA; CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48,yes,3200,Common Ground Dove,Columbiformes,Columbidae,Columbina passerina,yes,Common Ground Dove,Columbina passerina,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Columbina passerina,Common Ground Dove,CONUS & Canada,Columbiformes,Columbidae,12/12/2022,yes,yes,NA
Columbina talpacoti,Ruddy Ground Dove,Ruddy Ground Dove,Columbina talpacoti,Rare/Accidental,COLUMBIFORMES,Columbidae,CAM; hol; NAM; nan; nea; SAM; TT; US48,yes,3201,Ruddy Ground Dove,Columbiformes,Columbidae,Columbina talpacoti,yes,Ruddy Ground Dove,Columbina talpacoti,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Columbina talpacoti,Ruddy Ground Dove,CONUS & Canada,Columbiformes,Columbidae,12/12/2022,yes,yes,NA
Contopus cooperi,Olive-sided Flycatcher,Olive-sided Flycatcher,Contopus cooperi,Near-threatened,PASSERIFORMES,Tyrannidae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; TT; US48; USak,yes,4590,Olive-sided Flycatcher,Passeriformes,Tyrannidae,Contopus cooperi,yes,Olive-sided Flycatcher,Contopus cooperi,breeds temperate North America; winters southward to Bolivia,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Contopus cooperi,Olive-sided Flycatcher,CONUS & Canada,Passeriformes,Tyrannidae,2/13/2023-2/20/2023,yes,yes,NA
Contopus pertinax,Greater Pewee,Greater Pewee,Contopus pertinax,Rare/Accidental,PASSERIFORMES,Tyrannidae,CAM; hol; NAM; nea; US48,yes,4600,Greater Pewee,Passeriformes,Tyrannidae,Contopus pertinax,yes,Greater Pewee,Contopus pertinax,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Contopus pertinax,Greater Pewee,CONUS & Canada,Passeriformes,Tyrannidae,2/13/2023,yes,yes,NA
Contopus sordidulus,Western Wood-Pewee,Western Wood-Pewee,Contopus sordidulus,NA,PASSERIFORMES,Tyrannidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; US48; USak,yes,4620,Western Wood-Pewee,Passeriformes,Tyrannidae,Contopus sordidulus,yes,Western Wood-Pewee,Contopus sordidulus,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Contopus sordidulus,Western Wood-Pewee,CONUS & Canada,Passeriformes,Tyrannidae,2/13/2023,yes,yes,NA
Contopus virens,Eastern Wood-Pewee,Eastern Wood-Pewee,Contopus virens,NA,PASSERIFORMES,Tyrannidae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; TT; US48; USak; XX,yes,4610,Eastern Wood-Pewee,Passeriformes,Tyrannidae,Contopus virens,yes,Eastern Wood-Pewee,Contopus virens,breeds eastern North America; winters to northern Bolivia and western Brazil,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Contopus virens,Eastern Wood-Pewee,CONUS & Canada,Passeriformes,Tyrannidae,7/11/2022,yes,yes,NA
Coragyps atratus,Black Vulture,Black Vulture,Coragyps atratus,NA,CATHARTIFORMES,Cathartidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,3260,Black Vulture,Cathartiformes,Cathartidae,Coragyps atratus,yes,Black Vulture,Coragyps atratus,NA,Cathartidae (New World Vultures),Cathartiformes,yes,Coragyps atratus,Black Vulture,CONUS & Canada,Cathartiformes,Cathartidae,4/16/2019; checked 9/22/2022 - 9/26/2022,yes,yes,NA
Corthylio calendula,Ruby-crowned Kinglet,Ruby-crowned Kinglet,Corthylio calendula,NA,PASSERIFORMES,Regulidae,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,7490,Ruby-crowned Kinglet,Passeriformes,Regulidae,Corthylio calendula,yes,Ruby-crowned Kinglet,Corthylio calendula,NA,Regulidae (Kinglets),Passeriformes,yes,Corthylio calendula,Ruby-crowned Kinglet,CONUS & Canada,Passeriformes,Regulidae,8/26/2022,yes,yes,NA
Corvus brachyrhynchos,American Crow,American Crow,Corvus brachyrhynchos,NA,PASSERIFORMES,Corvidae,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,4880,American Crow,Passeriformes,Corvidae,Corvus brachyrhynchos,yes,American Crow,Corvus brachyrhynchos,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Corvus brachyrhynchos,American Crow,CONUS & Canada,Passeriformes,Corvidae,9/26/2022,yes,yes,NA
Corvus brachyrhynchos/ossifragus,American/Fish Crow; unid. American Crow/Fish Crow,NA,NA,NA,NA,NA,NA,no,4881,unid. American Crow / Fish Crow,Passeriformes,Corvidae,Corvus brachyrhynchos / ossifragus,yes,American/Fish Crow,Corvus brachyrhynchos/ossifragus,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Corvus brachyrhynchos / ossifragus,unid. American Crow / Fish Crow,CONUS & Canada,Passeriformes,Corvidae,N/A; unidentified species,yes,yes,NA
Corvus corax,Common Raven; Northern Raven,Common Raven,Corvus corax,NA,PASSERIFORMES,Corvidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; UShi,yes,4860,Common Raven,Passeriformes,Corvidae,Corvus corax,yes,Common Raven,Corvus corax,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Corvus corax,Common Raven; Northern Raven,CONUS & Canada,Passeriformes,Corvidae,7/28/2022,yes,yes,NA
Corvus cryptoleucus,Chihuahuan Raven,Chihuahuan Raven,Corvus cryptoleucus,NA,PASSERIFORMES,Corvidae,CA; CAM; hol; NAM; nea; US48,yes,4870,Chihuahuan Raven,Passeriformes,Corvidae,Corvus cryptoleucus,yes,Chihuahuan Raven,Corvus cryptoleucus,arid southwestern USA to central Mexico,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Corvus cryptoleucus,Chihuahuan Raven,CONUS & Canada,Passeriformes,Corvidae,2/20/2023-2/22/2023,yes,yes,NA
Corvus ossifragus,Fish Crow,Fish Crow,Corvus ossifragus,NA,PASSERIFORMES,Corvidae,CA; CAR; hol; NAM; nea; US48,yes,4900,Fish Crow,Passeriformes,Corvidae,Corvus ossifragus,yes,Fish Crow,Corvus ossifragus,eastern USA (New England to eastern Texas),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Corvus ossifragus,Fish Crow,CONUS & Canada,Passeriformes,Corvidae,4/4/2019; checked 7/26/2022,yes,yes,NA
Coturnicops noveboracensis,Yellow Rail,Yellow Rail,Coturnicops noveboracensis,NA,GRUIFORMES,Rallidae,CA; CAM; CAR; hol; NAM; nea; US48,yes,2150,Yellow Rail,Gruiformes,Rallidae,Coturnicops noveboracensis,yes,Yellow Rail,Coturnicops noveboracensis,NA,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,yes,Coturnicops noveboracensis,Yellow Rail,CONUS & Canada,Gruiformes,Rallidae,11/14/2023,yes,yes,NA
Crotophaga ani,Smooth-billed Ani,Smooth-billed Ani,Crotophaga ani,NA,CUCULIFORMES,Cuculidae,CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48,yes,3830,Smooth-billed Ani,Cuculiformes,Cuculidae,Crotophaga ani,yes,Smooth-billed Ani,Crotophaga ani,"West Indies, southeastern Mexico (Quintana Roo) and Costa Rica southward to western Ecuador and northern Argentina, also Galapagos (introduced); formerly southeastern USA (Florida, where now rare)",Cuculidae (Cuckoos),Cuculiformes,yes,Crotophaga ani,Smooth-billed Ani,CONUS & Canada,Cuculiformes,Cuculidae,12/14/2022,yes,yes,NA
Crotophaga sulcirostris,Groove-billed Ani,Groove-billed Ani,Crotophaga sulcirostris,NA,CUCULIFORMES,Cuculidae,CA; CAM; hol; NAM; nan; nea; SAM; US48,yes,3840,Groove-billed Ani,Cuculiformes,Cuculidae,Crotophaga sulcirostris,yes,Groove-billed Ani,Crotophaga sulcirostris,southern Baja California; southern Texas through Central and South America (including Curaçao and Trinidad) to northern Chile and northern Argentina,Cuculidae (Cuckoos),Cuculiformes,yes,Crotophaga sulcirostris,Groove-billed Ani,CONUS & Canada,Cuculiformes,Cuculidae,12/14/2022,yes,yes,NA
Cyanocitta cristata,Blue Jay,Blue Jay,Cyanocitta cristata,NA,PASSERIFORMES,Corvidae,CA; CAM; CAR; hol; NAM; nea; pal; US48,yes,4770,Blue Jay,Passeriformes,Corvidae,Cyanocitta cristata,yes,Blue Jay,Cyanocitta cristata,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Cyanocitta cristata,Blue Jay,CONUS & Canada,Passeriformes,Corvidae,7/20/2022,yes,yes,NA
Cyanocitta stelleri,Steller's Jay,Steller's Jay,Cyanocitta stelleri,NA,PASSERIFORMES,Corvidae,CA; CAM; hol; NAM; nea; US48; USak,yes,4780,Steller's Jay,Passeriformes,Corvidae,Cyanocitta stelleri,yes,Steller's Jay,Cyanocitta stelleri,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Cyanocitta stelleri,Steller's Jay,CONUS & Canada,Passeriformes,Corvidae,7/20/2022,yes,yes,NA
Cyanocorax yncas,Green Jay,Green Jay,Cyanocorax yncas,NA,PASSERIFORMES,Corvidae,CAM; hol; NAM; nea; SAM; US48,yes,4830,Green Jay,Passeriformes,Corvidae,Cyanocorax yncas,yes,Green Jay,Cyanocorax yncas,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Cyanocorax yncas,Green Jay,CONUS & Canada,Passeriformes,Corvidae,2/17/2023,yes,yes,NA
Cygnus buccinator,Trumpeter Swan,Trumpeter Swan,Cygnus buccinator,NA,ANSERIFORMES,Anatidae,ASI; CA; CAM; hol; NAM; nea; pal; US48; USak,yes,1810,Trumpeter Swan,Anseriformes,Anatidae,Cygnus buccinator,yes,Trumpeter Swan,Cygnus buccinator,North America from western and central Alaska eastward through east-central Canada and southward through western and central USA; some southward movement in winter; early extirpations and subsequent reintroductions cloud distributional knowledge,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Cygnus buccinator,Trumpeter Swan,CONUS & Canada,Anseriformes,Anatidae,11/9/2023,yes,yes,NA
Cygnus columbianus,Tundra Swan,Tundra Swan,Cygnus columbianus,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1800,Tundra Swan,Anseriformes,Anatidae,Cygnus columbianus,yes,Tundra Swan,Cygnus columbianus,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Cygnus columbianus,Tundra Swan,CONUS & Canada,Anseriformes,Anatidae,9/21/2023,yes,yes,NA
Cygnus olor,Mute Swan,Mute Swan,Cygnus olor,Introduced species,ANSERIFORMES,Anatidae,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48,yes,1782,Mute Swan,Anseriformes,Anatidae,Cygnus olor,yes,Mute Swan,Cygnus olor,"west-central to east-central Palearctic region from central Europe to southeastern China; introduced widely including to western and southwestern Europe, Japan, and eastern North America","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Cygnus olor,Mute Swan,CONUS & Canada,Anseriformes,Anatidae,9/12/2023-9/15/2023,yes,yes,NA
Cynanthus latirostris,Broad-billed Hummingbird,Broad-billed Hummingbird,Cynanthus latirostris,NA,APODIFORMES,Trochilidae,CA; CAM; hol; NAM; nea; US48,yes,4410,Broad-billed Hummingbird,Apodiformes,Trochilidae,Cynanthus latirostris,yes,Broad-billed Hummingbird,Cynanthus latirostris,NA,Trochilidae (Hummingbirds),Apodiformes,yes,Cynanthus latirostris,Broad-billed Hummingbird,CONUS & Canada,Apodiformes,Trochilidae,12/15/2022,yes,yes,NA
Cypseloides niger,Black Swift,Black Swift,Cypseloides niger,Vulnerable,APODIFORMES,Apodidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; US48; USak,yes,4220,Black Swift,Apodiformes,Apodidae,Cypseloides niger,yes,Black Swift,Cypseloides niger,NA,Apodidae (Swifts),Apodiformes,yes,Cypseloides niger,Black Swift,CONUS & Canada,Apodiformes,Apodidae,12/14/2022,yes,yes,NA
Cyrtonyx montezumae,Montezuma Quail,Montezuma Quail,Cyrtonyx montezumae,NA,GALLIFORMES,Odontophoridae,CAM; hol; NAM; nea; US48,yes,2960,Montezuma Quail,Galliformes,Odontophoridae,Cyrtonyx montezumae,yes,Montezuma Quail,Cyrtonyx montezumae,NA,Odontophoridae (New World Quail),Galliformes,yes,Cyrtonyx montezumae,Montezuma Quail,CONUS & Canada,Galliformes,Odontophoridae,12/6/2022,yes,yes,NA
Dendragapus fuliginosus,Sooty Grouse,Sooty Grouse,Dendragapus fuliginosus,NA,GALLIFORMES,Phasianidae,CA; hol; NAM; nea; US48; USak,yes,2971,Sooty Grouse,Galliformes,Phasianidae,Dendragapus fuliginosus,yes,Sooty Grouse,Dendragapus fuliginosus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Dendragapus fuliginosus,Sooty Grouse,CONUS & Canada,Galliformes,Phasianidae,9/25/2023,yes,yes,NA
Dendragapus obscurus,Dusky Grouse; Blue Grouse,Dusky Grouse,Dendragapus obscurus,NA,GALLIFORMES,Phasianidae,CA; hol; NAM; nea; US48,yes,2970,Dusky Grouse,Galliformes,Phasianidae,Dendragapus obscurus,yes,Dusky Grouse,Dendragapus obscurus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Dendragapus obscurus,Blue Grouse; Dusky Grouse,CONUS & Canada,Galliformes,Phasianidae,9/23/22,yes,yes,NA
Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse; unid. Dusky Grouse/Sooty Grouse,NA,NA,NA,NA,NA,NA,no,2973,unid. Dusky Grouse / Sooty Grouse,Galliformes,Phasianidae,Dendragapus obscurus / fuliginosus,yes,Dusky/Sooty Grouse,Dendragapus obscurus/fuliginosus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Dendragapus obscurus / fuliginosus,unid. Dusky Grouse / Sooty Grouse,CONUS & Canada,Galliformes,Phasianidae,N/A; unidentified species,yes,yes,NA
Dendrocygna autumnalis,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,Dendrocygna autumnalis,NA,ANSERIFORMES,Anatidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48; UShi,yes,1770,Black-bellied Whistling-Duck,Anseriformes,Anatidae,Dendrocygna autumnalis,yes,Black-bellied Whistling-Duck,Dendrocygna autumnalis,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Dendrocygna autumnalis,Black-bellied Whistling-Duck,CONUS & Canada,Anseriformes,Anatidae,11/22/2022,yes,yes,NA
Dendrocygna bicolor,Fulvous Whistling-Duck,Fulvous Whistling-Duck,Dendrocygna bicolor,NA,ANSERIFORMES,Anatidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; UShi; XX,yes,1780,Fulvous Whistling-Duck,Anseriformes,Anatidae,Dendrocygna bicolor,yes,Fulvous Whistling-Duck,Dendrocygna bicolor,"eastern Africa, Madagascar, and southern Asia; disjunctly southern USA to Argentina","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Dendrocygna bicolor,Fulvous Whistling-Duck,CONUS & Canada,Anseriformes,Anatidae,11/22/2022,yes,yes,NA
